stt,file_path,duration
350,F:\Thomas\v17.mp4,5:17
352,F:\Thomas\V171.H - play - Duyệt.mp4,7:38
355,F:\Thomas\V174.H -  play - Duyệt.mp4,5:19
353,F:\Thomas\V172.H - play - Duyệt.mp4,5:29
354,F:\Thomas\V173.H - play - Duyệt.mp4,7:26
356,F:\Thomas\v175.mp4,6:01
357,F:\Thomas\v176.mp4,6:30
358,F:\Thomas\v177.mp4,7:12
359,F:\Thomas\V178.H - play - Duyệt.mp4,6:19
360,F:\Thomas\V179.H - play -Duyệt.mp4,8:57
361,F:\Thomas\v18.mp4,5:20
363,F:\Thomas\V181.H - play - Duyệt.mp4,7:07
364,F:\Thomas\V182.H - play - Duyệt.mp4,7:06
365,F:\Thomas\V183.H - play - Duyệt.mp4,6:26
366,F:\Thomas\V184H - play - Duyệt.mp4,7:46
367,F:\Thomas\V185.H - play - Duyệt.mp4,6:21
362,F:\Thomas\V180.H - play - Duyệt.mp4,7:32
368,F:\Thomas\V186.H - play - Duyệt.mp4,5:45
369,F:\Thomas\V187.H - play - Duyệt.mp4,7:45
370,F:\Thomas\V189.H - play - Duyệt.mp4,3:47
371,F:\Thomas\v19.mp4,5:56
373,F:\Thomas\V191.H - play - Duyệt.mp4,6:58
374,F:\Thomas\V192.H - play - Duyệt.mp4,7:20
372,F:\Thomas\V190.H - play - Duyệt.mp4,5:32
376,F:\Thomas\V194.H - play - Duyệt.mp4,6:40
375,F:\Thomas\V193.H - play - Duyệt.mp4,6:08
377,F:\Thomas\V195.H - play - Duyệt.mp4,6:36
378,F:\Thomas\V196.H - play - Duyệt.mp4,7:34
379,F:\Thomas\V197.H - play - Duyệt.mp4,6:09
384,F:\Thomas\V201.H - play - trùng lặp.mp4,5:56
380,F:\Thomas\v2.mp4,5:08
383,F:\Thomas\V201.H - play - Duyệt.mp4,6:25
382,F:\Thomas\V200.H - play - Duyệt.mp4,6:22
381,F:\Thomas\v20 sua lai am.mp4,4:29
385,F:\Thomas\V202.H - play - Duyệt.mp4,6:45
387,F:\Thomas\V204.H - play - Duyệt.mp4,5:48
