path,error,duration,bit_rate,frame_rate,resolution,format,format_profile,codec,scan_type,bit_depth,chroma_subsampling,aspect_ratio,video_size_MB,audio_codec,audio_bitrate,audio_sampling_rate,channels
H:\Number\Number B 2.0\360KBE\360KBE.mp4,,4 min 20 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,499 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\V423\F423A mini1.mp4,,4 min 10 s,90.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,2.63 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\316BKG\316BKG.mp4,,3 min 22 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,389 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\273HLD\273HLD.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Rainbow Number\316HB\316HB.mp4,,3 min 41 s,16.2 Mb/s,59.94,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,426 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\686GS\686GS.mp4,,4 min 51 s,16.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,567 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\115BC\115BFC.mp4,,6 min 2 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,693 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\728AKD\728AKD.mp4,,4 min 49 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,589 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\308KCE\308KCE sua lai.mp4,,5 min 12 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,601 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V275\C275C.mp4,File không tồn tại,,,,,,,,,,,,,,,,
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V106\V106.mp4,File không tồn tại,,,,,,,,,,,,,,,,
I:\SEO 2\SEO - TRACTOR 2\ĐÃ UP\V18\Crane Pulling Out Rescues Concrete Mixer Truck in Accident  Stopmotion  Hp Mini  @DIYFarm.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\A\ĐÃ UP\260BHC\260BHC.mp4,,3 min 55 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,451 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\123FD\123FD.mp4,,4 min 10 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,479 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\V340\G340A mini thu am.mp4,,4 min 12 s,90.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,2.65 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\724AKD\724AKD thoại .mp4,,4 min 53 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,599 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\53FGA\53FGA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Rainbow Number\290HE\290HE - 303A sua lai.mp4,,4 min 25 s,20.6 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,652 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\211BGC\211BGC.mp4,,3 min 59 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,458 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\226HD\226HD_1.mp4,,4 min 2 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,464 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\610GC\610GC.mp4,,3 min 57 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,454 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\13BA\13BA RN.mp4,,6 min 25 s,90.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,4.05 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\339KE\339KE - 400A sua lai.mp4,,5 min 59 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,688 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\C405\C405.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\B\Đã up\289HLG\289HLG.mp4,,7 min 16 s,16.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,847 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\428KLE\428KLE.mp4,,6 min 32 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,758 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\416GCE\416GCE.mp4,,5 min 48 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,673 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\93BC\93BC.mp4,,7 min 3 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,811 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number Slime 2.0\312HCE\312HCE.mp4,,4 min 13 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,488 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\715EGE\715EGE sua lai.mp4,,4 min 49 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,559 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\372HCB\372HCB.mp4,,5 min 24 s,16.1 Mb/s,59.94,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,625 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\19DA\19DA RN.mp4,,8 min 5 s,90.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,5.10 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\22DA\22DA RN.mp4,,7 min 16 s,94.6 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,4.81 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\311BHG\311BHG.mp4,,3 min 40 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,425 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\578HC\578HC.mp4,,4 min 15 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,488 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\437HCA\437HCA Thuận.mp4,,5 min 40 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,623 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\282BHA\282BHA.mp4,,4 min 9 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,477 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\152BGC\152BGC.mp4,,5 min 16 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,606 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\72BHC\72BHC.mp4,,6 min 16 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,720 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\72BC\72BC.mp4,,5 min 22 s,52.7 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,1.98 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number B 2.0\361KBE\361KBE sua lai.mp4,,4 min 3 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,470 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\228HA\228HA.mp4,,3 min 39 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,421 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\57BHC\57BHC.mp4,,5 min 56 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,683 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 2\ĐÃ UP\ĐÃ DÙNG - Kênh Tractor TV\ĐÃ DÙNG\V98\V98 mini2s.mp4,File không tồn tại,,,,,,,,,,,,,,,,
I:\SEO 2\SEO - TRACTOR 2\ĐÃ UP\V181\B181A mini2.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\691G\691G.mp4,,5 min 11 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,570 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\771EKD\771EKD thoai .mp4,,6 min 44 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,823 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\V379C\B379C.mp4,,4 min 5 s,52.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,1.49 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\341BGC\341BGC.mp4,,4 min 3 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,466 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\634KA\634KA.mp4,,4 min 54 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,563 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\464FA\464FA mini1.mp4,,5 min 21 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,586 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\172BGC\172BGC.mp4,,5 min 1 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,578 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number B 2.0\372GLD\372GLD.mp4,,7 min 33 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,925 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\276BHA\276BHA.mp4,,3 min 16 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,376 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 2\ĐÃ UP\V204 phu k1\V204A mini1 phu.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Rainbow Number\352GC\352GC-Hiếu.mp4,,4 min 35 s,16.9 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,554 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\139BGC\139BGC.mp4,,7 min 2 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,809 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\312GCE\312GCE.mp4,,5 min 33 s,21.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,837 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\427KLE\427KLE sua lai.mp4,,6 min 54 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,801 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\129FLA\129FLA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\B\Đã up\43BFA\43BFA.mp4,,6 min 59 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,802 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\381KCE\381KCE. sua lai.mp4,,6 min 56 s,21.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,1.02 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\124FD\V124FD.mp4,,6 min 14 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,716 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\141BGC\141BGC.mp4,,6 min 27 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,742 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 2\ĐÃ UP\Kids\V65\65 xong.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\B\Đã up\258BKD\258BKD.mp4,,3 min 44 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,430 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V210\V210.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number Slime 2.0\361HLB\361HLB.mp4,,6 min 13 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,682 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\473HD\473HD.mp4,,6 min 19 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,693 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\208BHD\208BHD.mp4,,3 min 42 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,426 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\203HC\203HC.mp4,,4 min 31 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,519 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\665HB\665HB.mp4,,6 min 10 s,16.4 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,725 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\467FD\V467FD.mp4,,6 min 59 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,799 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\E401C\E401C.mp4,,3 min 49 s,52.7 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,1.41 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\389HF\389HF - 441A.mp4,,5 min 34 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,640 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\162BHC\162BHC.mp4,,4 min 43 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,543 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V129\V129.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\166LHA\166LHA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\148LB\148LB.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number A 2.0\406KCS\406KCS.mp4,,6 min 20 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,730 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\234BKA\234BKA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\104FLC\104FLC-1.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Rainbow Number\373KD\373KD.mp4,,6 min 15 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,766 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\447GCD\447GCD.mp4,,6 min 13 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,761 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 2\ĐÃ UP\V182\V182.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\282GLD\282GLD.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\B\Đã up\255BKC\255BKC.mp4,,3 min 32 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,406 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number B 2.0\349KCC\349KCC-Hiếu.mp4,,6 min 28 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,791 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\93BHA\93BHA.mp4,,5 min 58 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,686 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\104BGA\104BGA.mp4,,4 min 2 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,464 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\V496HD\V496HD.mp4,,4 min 7 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,451 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\147\147BGA.mp4,,4 min 1 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,461 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\115BFA\115BFA.mp4,,5 min 30 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,633 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\417GCE\417GCE sua lai.mp4,,6 min 33 s,16.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,763 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\101FLC\101FLC.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\55FGA\55FGA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\240BKA\240BKA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Rainbow Number\282KG\282KG.mp4,,4 min 5 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,474 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\579GC\579GC.mp4,,3 min 42 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,427 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\186FC\186FC.mp4,,5 min 53 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,676 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\Đã up\102GD\V102GD.mp4,,6 min 21 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,730 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\73FA\73FA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\283KLD\283KLD.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Rainbow Number\287GG\287GG.mp4,,3 min 30 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,403 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\100BGA\100BGA.mp4,,5 min 18 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,608 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\358HE\358HE - 300A.mp4,,3 min 26 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,397 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 2\ĐÃ UP\ĐÃ DÙNG - Kênh Tractor TV\ĐÃ DÙNG\B182D RM\B182D RM.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\A\ĐÃ UP\256BGC\256BGC.mp4,,3 min 36 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,414 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\183BHD\V183BHD.mp4,,4 min 4 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,448 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\169FC\169FC.mp4,,4 min 30 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,517 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\570HB\570HB.mp4,,7 min 29 s,16.4 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,880 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\Đã up\113FC\113FC.mp4,,6 min 8 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,705 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\70GD\70GD Mini Nấm.mp4,,3 min 16 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,375 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\135GC\135GC.mp4,,3 min 24 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,391 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
